week_start,region_x,sub_region_x,country_name_x,city_name,completed_trips,completed_cash_trips,surged_trips,requests,sessions,driver_cancellations,rider_cancellations,unfulfilled_trips
2019/01/14,EMEA - WSE,Southwest Europe,Spain,Madrid,29602,4082,3148,33156,68308,621,2929,5
2019/04/08,EMEA - WSE,Southwest Europe,Spain,Madrid,39391,6153,2156,44741,93311,948,4389,14
2018/12/17,EMEA - WSE,Southwest Europe,Spain,Madrid,33621,4047,6420,38424,77838,772,4000,32
2019/02/11,EMEA - WSE,Southwest Europe,Spain,Madrid,33711,4615,1920,38207,75075,754,3722,20
2019/04/01,EMEA - WSE,Southwest Europe,Spain,Madrid,41297,6710,4856,47719,95430,1033,5379,11
2019/04/15,EMEA - WSE,Southwest Europe,Spain,Madrid,27384,5527,304,30789,35923,595,2804,6
2018/12/10,EMEA - WSE,Southwest Europe,Spain,Madrid,33150,3964,8158,38713,85499,838,4607,119
2018/12/24,EMEA - WSE,Southwest Europe,Spain,Madrid,28133,4761,2778,32061,72866,727,3175,27
2019/02/18,EMEA - WSE,Southwest Europe,Spain,Madrid,34185,4672,1527,38492,74785,750,3543,15
2019/01/21,EMEA - WSE,Southwest Europe,Spain,Madrid,32749,16914,2,82640,111526,2624,25262,22006
2018/11/26,EMEA - WSE,Southwest Europe,Spain,Madrid,29359,3547,4663,33284,246,732,3192,2
2019/03/18,EMEA - WSE,Southwest Europe,Spain,Madrid,36185,5157,1512,40410,80913,777,3444,4
2019/02/04,EMEA - WSE,Southwest Europe,Spain,Madrid,35010,6441,7170,44169,87398,900,6097,2162
2019/01/07,EMEA - WSE,Southwest Europe,Spain,Madrid,27704,4073,1046,31011,60381,593,2688,27
2018/12/31,EMEA - WSE,Southwest Europe,Spain,Madrid,28079,4923,5785,34645,73158,801,4345,1420
2019/02/25,EMEA - WSE,Southwest Europe,Spain,Madrid,37813,5593,4893,43255,88779,868,4551,24
2019/04/22,EMEA - WSE,Southwest Europe,Spain,Madrid,39324,5988,3347,44901,0,802,4768,7
2019/03/04,EMEA - WSE,Southwest Europe,Spain,Madrid,36633,5332,2837,41682,84392,863,4178,8
2018/11/19,EMEA - WSE,Southwest Europe,Spain,Malaga,2111,243,118,2409,6069,41,254,3
2019/04/08,EMEA - WSE,Southwest Europe,Spain,Malaga,3878,1234,809,4847,11589,120,835,14
2019/04/01,EMEA - WSE,Southwest Europe,Spain,Malaga,3422,1334,899,4906,10823,127,1213,145
2019/02/04,EMEA - WSE,Southwest Europe,Spain,Malaga,2452,700,247,2973,7136,54,464,3
2018/12/10,EMEA - WSE,Southwest Europe,Spain,Malaga,2336,378,247,2618,6814,40,242,0
2019/03/18,EMEA - WSE,Southwest Europe,Spain,Malaga,3249,1055,622,4071,9241,85,704,32
2019/01/21,EMEA - WSE,Southwest Europe,Spain,Malaga,2034,563,324,2562,6962,56,467,5
2018/11/26,EMEA - WSE,Southwest Europe,Spain,Malaga,2128,276,124,2387,24,36,222,1
2018/12/17,EMEA - WSE,Southwest Europe,Spain,Malaga,2450,422,199,2784,6825,36,297,2
2019/02/11,EMEA - WSE,Southwest Europe,Spain,Malaga,2697,824,351,3420,7678,65,593,66
2019/02/18,EMEA - WSE,Southwest Europe,Spain,Malaga,2690,822,289,3276,7540,52,490,44
2018/12/24,EMEA - WSE,Southwest Europe,Spain,Malaga,2567,477,354,3000,8457,43,353,37
2019/01/28,EMEA - WSE,Southwest Europe,Spain,Malaga,2138,697,305,2958,7143,61,636,123
2019/03/25,EMEA - WSE,Southwest Europe,Spain,Malaga,3310,1216,757,4503,9220,109,954,131
2019/04/15,EMEA - WSE,Southwest Europe,Spain,Malaga,4637,1488,1367,6133,7205,185,1276,36
2018/12/03,EMEA - WSE,Southwest Europe,Spain,Malaga,2326,317,159,2611,5433,39,246,0
2018/11/05,EMEA - WSE,Southwest Europe,Spain,Malaga,1995,188,126,2268,5522,34,238,1
2018/11/12,EMEA - WSE,Southwest Europe,Spain,Malaga,2042,208,79,2303,5738,35,226,1
2019/02/25,EMEA - WSE,Southwest Europe,Spain,Malaga,2970,1035,470,3643,8473,66,542,66
2019/04/22,EMEA - WSE,Southwest Europe,Spain,Malaga,3685,1226,321,5106,0,141,1235,46
2018/12/31,EMEA - WSE,Southwest Europe,Spain,Malaga,2523,545,564,3063,8869,65,471,4
2019/01/14,EMEA - WSE,Southwest Europe,Spain,Malaga,2086,509,272,2500,6225,41,371,3
2019/03/11,EMEA - WSE,Southwest Europe,Spain,Malaga,3177,1040,604,3846,8555,80,582,7
2019/03/04,EMEA - WSE,Southwest Europe,Spain,Malaga,3092,967,594,3735,8581,70,569,4
2019/01/07,EMEA - WSE,Southwest Europe,Spain,Malaga,2097,516,271,2526,6032,42,361,26
2019/01/21,EMEA - NEE,Nordics,Sweden,Malm̦,248,0,18,293,1368,11,31,4
2019/03/18,EMEA - NEE,Nordics,Sweden,Malm̦,198,0,5,241,1106,10,30,2
2018/11/26,EMEA - NEE,Nordics,Sweden,Malm̦,182,0,33,242,4,12,42,7
2018/11/12,EMEA - NEE,Nordics,Sweden,Malm̦,174,0,26,239,1093,15,40,10
2019/04/01,EMEA - NEE,Nordics,Sweden,Malm̦,233,0,3,280,1217,10,35,3
2018/11/19,EMEA - NEE,Nordics,Sweden,Malm̦,191,0,38,384,1217,12,96,86
2018/11/05,EMEA - NEE,Nordics,Sweden,Malm̦,160,0,16,212,1045,11,35,7
2019/03/04,EMEA - NEE,Nordics,Sweden,Malm̦,241,0,27,297,1356,13,38,5
2018/12/10,EMEA - NEE,Nordics,Sweden,Malm̦,185,0,30,230,1145,10,30,6
2019/02/04,EMEA - NEE,Nordics,Sweden,Malm̦,237,0,9,283,1253,10,33,3
2018/12/03,EMEA - NEE,Nordics,Sweden,Malm̦,181,0,35,241,1047,13,39,8
2019/01/07,EMEA - NEE,Nordics,Sweden,Malm̦,179,0,4,194,994,5,11,0
2019/04/08,EMEA - NEE,Nordics,Sweden,Malm̦,249,0,16,297,1272,10,35,4
2018/12/17,EMEA - NEE,Nordics,Sweden,Malm̦,189,0,19,229,1114,9,28,3
2019/02/11,EMEA - NEE,Nordics,Sweden,Malm̦,232,0,15,279,1280,12,31,4
2019/03/25,EMEA - NEE,Nordics,Sweden,Malm̦,213,0,17,265,1120,11,36,4
2019/01/14,EMEA - NEE,Nordics,Sweden,Malm̦,234,0,14,278,1214,15,27,3
2019/03/11,EMEA - NEE,Nordics,Sweden,Malm̦,251,0,33,311,1290,11,43,6
2019/01/28,EMEA - NEE,Nordics,Sweden,Malm̦,216,0,5,256,1226,12,25,3
2019/04/15,EMEA - NEE,Nordics,Sweden,Malm̦,211,0,3,248,533,9,26,2
2019/02/18,EMEA - NEE,Nordics,Sweden,Malm̦,169,0,2,198,1040,7,19,3
2018/12/24,EMEA - NEE,Nordics,Sweden,Malm̦,231,0,24,277,1479,11,32,4
2018/12/31,EMEA - NEE,Nordics,Sweden,Malm̦,191,0,25,681,1227,15,136,339
2019/04/22,EMEA - NEE,Nordics,Sweden,Malm̦,211,0,19,265,0,12,37,4
2019/02/25,EMEA - NEE,Nordics,Sweden,Malm̦,231,0,10,276,1226,12,31,3
2019/04/15,EMEA - MEA,MENA,Bahrain,Manama,5364,1786,339,6235,4904,340,514,17
2019/04/22,EMEA - MEA,MENA,Bahrain,Manama,5171,1908,427,6016,0,312,516,17
2019/02/04,EMEA - MEA,Middle East,Bahrain,Manama,4440,1396,30,4933,7210,175,317,2
2018/12/10,EMEA - MEA,Middle East,Bahrain,Manama,4251,1226,172,4787,7424,200,330,5
2019/04/01,EMEA - MEA,Middle East,Bahrain,Manama,5407,2123,558,6514,9752,362,722,24
2019/03/18,EMEA - MEA,Middle East,Bahrain,Manama,5110,1650,77,5759,8580,243,399,6
2019/02/18,EMEA - MEA,Middle East,Bahrain,Manama,4839,1413,77,5384,7892,198,344,3
2018/12/24,EMEA - MEA,Middle East,Bahrain,Manama,4649,1815,465,5421,8411,285,474,13
2018/11/12,EMEA - MEA,Middle East,Bahrain,Manama,4522,1269,372,5166,7739,207,427,11
2018/11/19,EMEA - MEA,Middle East,Bahrain,Manama,4607,1313,424,5245,7923,208,421,9
2018/11/26,EMEA - MEA,Middle East,Bahrain,Manama,4412,1437,480,5142,48,234,477,19
2019/01/21,EMEA - MEA,Middle East,Bahrain,Manama,4117,1249,24,4553,6853,158,276,2
2019/01/28,EMEA - MEA,Middle East,Bahrain,Manama,4512,1493,183,5118,7440,199,404,3
2019/02/11,EMEA - MEA,Middle East,Bahrain,Manama,4534,1402,31,5061,7531,192,333,3
2019/03/25,EMEA - MEA,Middle East,Bahrain,Manama,5775,2104,735,7199,10283,419,969,36
2019/02/25,EMEA - MEA,Middle East,Bahrain,Manama,4862,1701,284,5630,8504,246,512,10
2018/12/31,EMEA - MEA,Middle East,Bahrain,Manama,4604,2154,1112,5626,8780,361,636,24
2018/12/17,EMEA - MEA,Middle East,Bahrain,Manama,3855,1122,33,4274,6661,147,270,2
2018/12/03,EMEA - MEA,Middle East,Bahrain,Manama,4494,1288,377,5113,6213,203,409,8
2019/04/08,EMEA - MEA,Middle East,Bahrain,Manama,5184,1926,393,6158,8992,361,587,26
2019/03/04,EMEA - MEA,Middle East,Bahrain,Manama,5098,1841,316,5921,8859,274,535,14
2019/01/07,EMEA - MEA,Middle East,Bahrain,Manama,4149,1402,118,4669,7126,190,325,5
2019/01/14,EMEA - MEA,Middle East,Bahrain,Manama,4423,1256,77,4898,7211,167,305,3
2019/03/11,EMEA - MEA,Middle East,Bahrain,Manama,5025,1720,219,5753,8366,257,463,8
2018/11/05,EMEA - MEA,Middle East,Bahrain,Manama,4383,1271,585,5075,7071,188,495,9
2019/03/18,EMEA - NEE,UKI,United Kingdom,Manchester,50738,0,4331,55159,87032,2132,2215,75
2019/01/21,EMEA - NEE,UKI,United Kingdom,Manchester,51500,0,12670,56193,94239,1985,2586,122
2018/11/26,EMEA - NEE,UKI,United Kingdom,Manchester,52282,0,9635,63390,0,2568,7132,1407
2018/11/19,EMEA - NEE,UKI,United Kingdom,Manchester,48569,0,5309,55869,89292,2198,4612,490
2018/11/05,EMEA - NEE,UKI,United Kingdom,Manchester,48035,0,5315,55605,81896,2092,4927,551
2019/02/04,EMEA - NEE,UKI,United Kingdom,Manchester,50964,0,7499,57058,87978,2025,3764,305
2018/11/12,EMEA - NEE,UKI,United Kingdom,Manchester,45723,0,2971,51529,77745,1841,3643,322
2019/03/04,EMEA - NEE,UKI,United Kingdom,Manchester,54344,0,9144,61385,93859,2372,4275,394
2018/12/10,EMEA - NEE,UKI,United Kingdom,Manchester,55813,0,17965,67043,108555,3185,7038,1008
2019/04/01,EMEA - NEE,UKI,United Kingdom,Manchester,53347,0,5869,58650,91384,2390,2787,127
2019/01/07,EMEA - NEE,UKI,United Kingdom,Manchester,40747,0,2346,43698,69813,1284,1636,31
2018/12/17,EMEA - NEE,UKI,United Kingdom,Manchester,50897,0,10265,56063,92886,2310,2693,163
2019/02/11,EMEA - NEE,UKI,United Kingdom,Manchester,50490,0,6162,56881,86238,2038,3962,391
2019/04/08,EMEA - NEE,UKI,United Kingdom,Manchester,49423,0,3940,54277,85610,2369,2345,140
2018/12/03,EMEA - NEE,UKI,United Kingdom,Manchester,53249,0,13532,75911,93070,3324,15643,3696
2019/03/25,EMEA - NEE,UKI,United Kingdom,Manchester,53320,0,9022,60227,85762,2607,3920,380
2019/01/28,EMEA - NEE,UKI,United Kingdom,Manchester,53069,0,13573,61098,97416,2329,5006,694
2019/03/11,EMEA - NEE,UKI,United Kingdom,Manchester,56145,0,12926,65177,94504,2723,5673,635
2019/01/14,EMEA - NEE,UKI,United Kingdom,Manchester,45442,0,5470,48965,80184,1501,1967,54
2019/02/18,EMEA - NEE,UKI,United Kingdom,Manchester,49521,0,4932,55494,82832,2181,3444,348
2019/04/15,EMEA - NEE,UKI,United Kingdom,Manchester,50852,0,3681,57003,35416,2383,3386,383
2018/12/24,EMEA - NEE,UKI,United Kingdom,Manchester,41576,0,3597,45450,86151,1765,2002,108
2019/02/25,EMEA - NEE,UKI,United Kingdom,Manchester,52427,0,9215,59015,91681,2364,3873,351
2018/12/31,EMEA - NEE,UKI,United Kingdom,Manchester,43313,0,7441,49441,79946,1937,3569,622
2019/04/22,EMEA - NEE,UKI,United Kingdom,Manchester,51559,0,7211,59431,0,2940,4357,575
2019/03/04,EMEA - MEA,Egypt,Egypt,Mansoura,1485,2584,0,2725,4735,58,1170,12
2019/02/18,EMEA - MEA,Egypt,Egypt,Mansoura,964,1426,0,1508,3534,26,518,0
2019/03/11,EMEA - MEA,Egypt,Egypt,Mansoura,1799,3552,0,3743,5092,55,1886,2
2019/02/25,EMEA - MEA,Egypt,Egypt,Mansoura,1366,1919,0,2042,4377,38,638,0
2019/03/18,EMEA - MEA,Egypt,Egypt,Mansoura,1847,3650,0,3842,5173,57,1936,2
2019/03/25,EMEA - MEA,Egypt,Egypt,Mansoura,1768,2771,247,2920,4895,51,1099,1
2019/04/08,EMEA - MEA,Egypt,Egypt,Mansoura,2038,2983,252,3144,4944,56,1049,1
2019/04/01,EMEA - MEA,Egypt,Egypt,Mansoura,1996,2985,348,3146,5083,52,1098,1
2019/04/15,EMEA - MEA,MENA,Egypt,Mansoura,1954,2907,285,3063,2620,49,1059,1
2019/04/22,EMEA - MEA,MENA,Egypt,Mansoura,1953,2904,263,3057,0,50,1053,1
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3691,96,191,4261,9377,73,490,7
2018/11/19,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3621,62,324,4138,9631,69,445,4
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4432,232,559,5438,11893,127,862,17
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4067,59,604,4617,10144,82,465,4
2018/12/10,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3915,58,328,4387,9727,89,381,2
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3730,56,463,4204,7888,62,410,2
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4378,152,595,5268,10766,98,781,11
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4035,79,330,4647,10098,84,523,6
2018/12/31,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3952,88,880,4445,9992,93,386,15
2019/02/18,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3599,105,121,4084,8912,75,408,3
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4696,204,1624,5865,0,171,974,24
2019/02/25,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4104,112,435,4799,10599,90,601,6
2019/04/01,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4622,193,628,5725,12547,135,950,18
2019/03/04,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4317,143,394,5100,11137,101,678,4
2019/01/07,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3679,74,325,4123,8994,78,364,2
2019/02/04,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4150,109,334,4835,10227,90,589,6
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4239,212,600,4950,5102,139,565,7
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3009,68,169,3369,8758,62,295,2
2019/03/11,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4232,128,266,4894,10307,95,563,4
2019/01/14,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3685,73,241,4102,9399,67,348,2
2018/11/26,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3691,58,420,4209,21,70,445,4
2019/03/18,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4324,182,312,5393,10853,95,829,145
2019/01/21,EMEA - WSE,France & Switzerland & Austria,France,Marseille,4114,76,465,4655,10327,88,450,4
2018/11/12,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3404,37,206,3909,8801,63,438,4
2018/11/05,EMEA - WSE,France & Switzerland & Austria,France,Marseille,3682,0,309,4213,9144,64,464,3
2019/02/11,EMEA - NEE,UKI,United Kingdom,Merseyside,12877,0,2373,19080,26841,657,3587,1960
2019/04/22,EMEA - NEE,UKI,United Kingdom,Merseyside,11689,0,4721,19988,0,502,3951,3846
2019/04/08,EMEA - NEE,UKI,United Kingdom,Merseyside,11942,0,3518,18969,26492,534,3766,2727
2018/12/17,EMEA - NEE,UKI,United Kingdom,Merseyside,11365,0,4072,15629,26238,467,2448,1349
2019/01/07,EMEA - NEE,UKI,United Kingdom,Merseyside,10196,0,1183,12461,19963,477,1285,504
2018/12/31,EMEA - NEE,UKI,United Kingdom,Merseyside,9787,0,3077,13368,22209,505,1839,1237
2019/02/25,EMEA - NEE,UKI,United Kingdom,Merseyside,13115,0,2598,21835,29382,702,4704,3314
2019/03/04,EMEA - NEE,UKI,United Kingdom,Merseyside,13510,0,5532,20353,29480,667,3647,2530
2019/01/14,EMEA - NEE,UKI,United Kingdom,Merseyside,11650,0,2995,14965,24207,539,1930,847
2019/03/11,EMEA - NEE,UKI,United Kingdom,Merseyside,14082,0,6625,20469,28852,666,3487,2234
2019/04/15,EMEA - NEE,UKI,United Kingdom,Merseyside,11404,0,2805,17722,10224,467,3054,2798
2019/02/18,EMEA - NEE,UKI,United Kingdom,Merseyside,13248,0,3140,20839,27926,651,4250,2690
2018/12/24,EMEA - NEE,UKI,United Kingdom,Merseyside,10089,0,4213,15923,28918,639,2956,2240
2018/11/05,EMEA - NEE,UKI,United Kingdom,Merseyside,12090,0,2973,14569,25204,649,1630,200
2018/11/26,EMEA - NEE,UKI,United Kingdom,Merseyside,13116,0,4328,21062,0,598,4494,2854
2019/01/21,EMEA - NEE,UKI,United Kingdom,Merseyside,13125,0,4369,19886,29398,674,3830,2258
2018/11/19,EMEA - NEE,UKI,United Kingdom,Merseyside,12423,0,2639,17425,27171,587,2881,1533
2019/03/18,EMEA - NEE,UKI,United Kingdom,Merseyside,12711,0,4678,18452,27525,490,3203,2049
2018/11/12,EMEA - NEE,UKI,United Kingdom,Merseyside,11792,0,2172,16282,23725,600,2556,1335
2019/04/01,EMEA - NEE,UKI,United Kingdom,Merseyside,13357,0,6343,24256,31275,632,5435,4833
2018/12/10,EMEA - NEE,UKI,United Kingdom,Merseyside,14236,0,7959,20640,34735,658,3658,2089
2019/02/04,EMEA - NEE,UKI,United Kingdom,Merseyside,13007,0,3182,21128,28812,696,4550,2876
2018/12/03,EMEA - NEE,UKI,United Kingdom,Merseyside,14041,0,7418,21014,29866,604,4134,2235
2019/01/28,EMEA - NEE,UKI,United Kingdom,Merseyside,13084,0,5252,23066,31505,718,5556,3709
2019/03/25,EMEA - NEE,UKI,United Kingdom,Merseyside,12797,0,5282,16031,26765,497,2197,540
2018/12/31,EMEA - WSE,Southwest Europe,Italy,Milan,2911,0,658,3442,12318,132,387,11
2019/02/25,EMEA - WSE,Southwest Europe,Italy,Milan,4467,0,191,5117,14425,154,495,2
2019/04/22,EMEA - WSE,Southwest Europe,Italy,Milan,3671,0,218,4182,0,116,390,6
2018/11/05,EMEA - WSE,Southwest Europe,Italy,Milan,4182,0,1206,5163,14896,207,769,6
2018/12/17,EMEA - WSE,Southwest Europe,Italy,Milan,3922,0,1082,4843,13643,215,702,4
2019/01/14,EMEA - WSE,Southwest Europe,Italy,Milan,4128,0,312,4688,12679,149,411,1
2019/03/11,EMEA - WSE,Southwest Europe,Italy,Milan,4886,0,552,5697,15291,183,622,6
2019/04/08,EMEA - WSE,Southwest Europe,Italy,Milan,8332,0,3778,11402,30231,616,2377,76
2019/02/11,EMEA - WSE,Southwest Europe,Italy,Milan,4590,0,253,5200,14118,160,449,1
2019/03/18,EMEA - WSE,Southwest Europe,Italy,Milan,4615,0,151,5242,14501,158,468,1
2018/12/24,EMEA - WSE,Southwest Europe,Italy,Milan,2270,0,269,2666,11361,89,305,3
2018/11/26,EMEA - WSE,Southwest Europe,Italy,Milan,3892,0,500,4591,46,171,526,3
2019/04/15,EMEA - WSE,Southwest Europe,Italy,Milan,4277,0,236,5224,8132,190,747,10
2019/01/21,EMEA - WSE,Southwest Europe,Italy,Milan,4446,0,393,5078,13858,159,470,3
2019/02/18,EMEA - WSE,Southwest Europe,Italy,Milan,6974,0,1831,8672,19784,398,1281,20
2019/01/07,EMEA - WSE,Southwest Europe,Italy,Milan,3826,0,460,4371,12096,140,404,1
2019/03/04,EMEA - WSE,Southwest Europe,Italy,Milan,4499,0,339,5222,15458,160,559,5
2019/03/25,EMEA - WSE,Southwest Europe,Italy,Milan,4700,0,250,5316,13886,143,471,3
2019/01/28,EMEA - WSE,Southwest Europe,Italy,Milan,4525,0,486,5242,14047,177,536,3
2019/02/04,EMEA - WSE,Southwest Europe,Italy,Milan,4351,0,173,4948,13253,149,447,1
2019/04/01,EMEA - WSE,Southwest Europe,Italy,Milan,5683,0,976,6998,18265,228,1076,10
2018/12/03,EMEA - WSE,Southwest Europe,Italy,Milan,3897,0,483,4569,11311,159,512,2
2018/11/12,EMEA - WSE,Southwest Europe,Italy,Milan,3790,0,559,4534,12530,183,559,2
2018/12/10,EMEA - WSE,Southwest Europe,Italy,Milan,4351,0,1122,5228,14391,228,645,4
2018/11/19,EMEA - WSE,Southwest Europe,Italy,Milan,4266,0,971,5174,14390,223,680,5
2019/04/01,EMEA - MEA,SSA,Kenya,Mombasa,2441,2603,3,2901,5722,102,357,2
2018/12/10,EMEA - MEA,SSA,Kenya,Mombasa,2463,2652,17,2959,6583,95,397,4
2019/02/04,EMEA - MEA,SSA,Kenya,Mombasa,2074,2172,5,2471,4800,57,314,26
2018/11/12,EMEA - MEA,SSA,Kenya,Mombasa,2585,2904,114,3218,7505,117,514,2
2018/11/19,EMEA - MEA,SSA,Kenya,Mombasa,2427,2575,26,2906,6301,84,392,4
2019/01/21,EMEA - MEA,SSA,Kenya,Mombasa,1869,1867,1,2153,4702,58,225,1
2018/12/24,EMEA - MEA,SSA,Kenya,Mombasa,3068,3515,86,3973,8222,158,677,71
2018/12/17,EMEA - MEA,SSA,Kenya,Mombasa,2676,2888,15,3299,6988,112,476,35
2018/11/26,EMEA - MEA,SSA,Kenya,Mombasa,2382,2493,15,2830,17,91,355,2
2019/03/18,EMEA - MEA,SSA,Kenya,Mombasa,2530,2673,2,3018,5793,99,388,1
2019/02/18,EMEA - MEA,SSA,Kenya,Mombasa,2340,2330,2,2702,5545,61,299,3
2019/04/15,EMEA - MEA,SSA,Kenya,Mombasa,3059,3341,14,3698,3370,113,524,2
2019/01/28,EMEA - MEA,SSA,Kenya,Mombasa,1930,1967,3,2254,4772,58,262,4
2019/02/11,EMEA - MEA,SSA,Kenya,Mombasa,2161,2189,2,2518,5275,63,290,4
2018/12/31,EMEA - MEA,SSA,Kenya,Mombasa,2538,2744,103,3183,7031,136,504,5
2019/04/22,EMEA - MEA,SSA,Kenya,Mombasa,2942,3293,28,3632,0,122,565,3
2018/12/03,EMEA - MEA,SSA,Kenya,Mombasa,2484,2644,12,2931,5257,90,354,3
2019/02/25,EMEA - MEA,SSA,Kenya,Mombasa,2318,2349,3,2666,5569,62,282,3
2019/03/25,EMEA - MEA,SSA,Kenya,Mombasa,2601,2732,7,3084,5668,110,370,2
2019/04/08,EMEA - MEA,SSA,Kenya,Mombasa,3073,3273,23,3627,6522,111,443,2
2019/01/07,EMEA - MEA,SSA,Kenya,Mombasa,1768,1788,1,2070,4783,60,242,1
2019/03/04,EMEA - MEA,SSA,Kenya,Mombasa,2402,2507,4,2828,5608,82,342,3
2019/03/11,EMEA - MEA,SSA,Kenya,Mombasa,2321,2447,2,2773,5407,85,366,1
2019/01/14,EMEA - MEA,SSA,Kenya,Mombasa,1739,1756,2,2011,4605,55,217,1
2018/11/05,EMEA - MEA,SSA,Kenya,Mombasa,2097,2162,5,2430,4664,65,264,3
2018/11/05,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,538,0,176,634,2632,14,79,3
2019/01/21,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,658,0,94,731,2853,17,56,1
2018/11/26,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,469,0,98,541,10,14,56,2
2019/01/07,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,548,0,69,622,2475,12,60,2
2019/03/04,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,663,0,75,764,2826,17,83,2
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,766,0,132,876,2951,20,88,2
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,762,0,106,862,3024,18,80,2
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,499,0,103,572,2074,12,60,2
2019/03/18,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,742,0,97,840,3046,19,77,2
2019/02/04,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,737,0,81,831,2880,18,76,2
2019/03/11,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,756,0,136,844,2932,13,73,3
2019/01/14,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,653,0,76,728,2797,13,62,1
2019/04/01,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,789,0,122,900,3378,19,90,2
2018/11/19,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,459,0,123,537,2517,15,59,3
2018/12/10,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,707,0,258,840,3292,21,108,5
2018/11/12,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,490,0,155,578,2529,14,72,2
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,768,0,118,871,3024,20,80,3
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,555,0,126,644,2716,14,75,1
2018/12/31,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,641,0,211,738,3204,20,75,2
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,831,0,190,965,3450,23,106,5
2019/02/25,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,677,0,120,769,2963,18,74,2
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,774,0,111,899,0,23,98,3
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,400,0,46,451,2546,9,41,1
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,821,0,137,960,1496,27,107,6
2019/02/18,EMEA - WSE,France & Switzerland & Austria,France,Montpellier,808,0,210,965,3373,25,127,6
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Mulhouse,50,0,0,63,792,3,11,0
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Mulhouse,45,0,0,55,580,1,9,0
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Mulhouse,28,0,0,36,491,3,5,0
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Mulhouse,12,0,0,16,417,1,4,0
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Mulhouse,28,0,0,35,444,1,6,0
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Mulhouse,28,0,0,33,0,0,4,0
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Mulhouse,36,0,0,40,478,1,3,0
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Mulhouse,5,0,0,6,378,0,1,0
2019/02/18,EMEA - WSE,France & Switzerland & Austria,France,Mulhouse,6,0,0,7,348,0,1,0
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Mulhouse,35,0,0,42,222,1,6,0
